time,lat,lon,alt,heading,glitch_x,glitch_y,event
1784908872.6086519,-35.3613261,149.1629033,12.111,315.53,0,0,Glitch cleared
1784908872.8594232,-35.3613101,149.162884,12.136,315.54,0,0,
1784908873.110184,-35.3612941,149.1628647,12.162,315.54,0,0,
1784908873.3611288,-35.3612781,149.1628454,12.188,315.53,0,0,
1784908873.606161,-35.3612622,149.1628261,12.213,315.53,0,0,
1784908873.8565311,-35.3612461,149.1628068,12.239,315.52,0,0,
1784908874.107275,-35.3612301,149.1627875,12.265,315.53,0,0,
1784908874.3581278,-35.3612142,149.1627683,12.291,315.54,0,0,
1784908874.6088636,-35.3611983,149.1627491,12.317,315.55,0,0,
1784908874.8595889,-35.3611823,149.1627299,12.343,315.55,0,0,
1784908875.1105742,-35.3611663,149.1627106,12.368,315.55,0,0,
1784908875.361285,-35.3611503,149.1626913,12.394,315.55,0,0,
1784908875.6101754,-35.3611342,149.162672,12.42,315.56,0,0,
1784908875.8584948,-35.3611181,149.1626525,12.445,315.55,0,0,
1784908876.111087,-35.3611021,149.1626332,12.471,315.55,0,0,
1784908876.361302,-35.3610861,149.162614,12.497,315.55,0,0,
1784908876.6067939,-35.3610702,149.1625948,12.522,315.54,0,0,
1784908876.8593643,-35.3610542,149.1625755,12.548,315.55,0,0,
1784908877.110296,-35.3610383,149.1625563,12.573,315.55,0,0,
1784908877.3603146,-35.3610223,149.162537,12.598,315.56,0,0,
1784908877.6092687,-35.3610063,149.1625177,12.624,315.56,0,0,
1784908877.859171,-35.3609902,149.1624984,12.651,315.56,0,0,
1784908878.1101918,-35.360974,149.1624789,12.677,315.57,0,0,
1784908878.360924,-35.360958,149.1624596,12.704,315.57,0,0,
1784908878.612093,-35.360942,149.1624403,12.73,315.56,0,0,
1784908878.8586402,-35.3609261,149.1624211,12.755,315.56,0,0,
1784908879.109049,-35.3609101,149.1624018,12.78,315.56,0,0,
1784908879.359878,-35.3608941,149.1623826,12.806,315.56,0,0,
1784908879.6110737,-35.3608782,149.1623634,12.831,315.57,0,0,
1784908879.8612964,-35.3608622,149.162344,12.856,315.57,0,0,
1784908880.1119695,-35.360846,149.1623245,12.882,315.56,0,0,
1784908880.3571577,-35.3608299,149.1623052,12.908,315.56,0,0,
1784908880.6079855,-35.3608139,149.1622858,12.935,315.56,0,0,
1784908880.8585637,-35.3607979,149.1622666,12.961,315.57,0,0,
1784908881.1129055,-35.360782,149.1622474,12.987,315.57,0,0,
1784908881.3621473,-35.360766,149.1622281,13.013,315.56,0,0,
1784908881.6174896,-35.3607501,149.1622089,13.038,315.57,0,0,
1784908881.8623784,-35.3607341,149.1621897,13.063,315.58,0,0,
1784908882.1077883,-35.3607179,149.1621702,13.089,315.58,0,0,
1784908882.3623514,-35.3607019,149.1621509,13.115,315.58,0,0,
1784908882.6120486,-35.3606856,149.1621313,13.15,315.62,0,0,RESET
1784908882.85733,-35.3606696,149.162112,13.173,315.56,0,0,
1784908882.85733,-35.3606696,149.162112,13.173,315.56,0,0,EKF3 lane switch 0
1784908882.85733,-35.3606696,149.162112,13.173,315.56,0,0,EKF3 primary changed:0
1784908883.1161613,-35.3606537,149.1620927,13.195,315.55,0,0,
1784908883.3590353,-35.3606377,149.1620735,13.218,315.55,0,0,
1784908883.6091888,-35.3606218,149.1620542,13.243,315.56,0,0,
1784908883.859538,-35.3606058,149.162035,13.269,315.56,0,0,
1784908883.859538,-35.3606058,149.162035,13.269,315.56,0,0,GPS Glitch or Compass error
1784908884.110105,-35.3605898,149.1620157,13.295,315.56,0,0,
1784908884.361261,-35.3605738,149.1619963,13.321,315.57,0,0,
1784908884.6117113,-35.3605578,149.1619771,13.347,315.57,0,0,
1784908884.8621802,-35.3605418,149.1619578,13.373,315.57,0,0,
1784908885.1101587,-35.3605258,149.1619385,13.398,315.57,0,0,
1784908885.3608532,-35.3605098,149.1619192,13.424,315.57,0,0,
1784908885.6113257,-35.3604938,149.1618999,13.45,315.57,0,0,
1784908885.8571682,-35.3604778,149.1618807,13.475,315.57,0,0,
1784908886.107548,-35.3604618,149.1618614,13.501,315.56,0,0,
1784908886.360193,-35.3604457,149.161842,13.526,315.56,0,0,
1784908886.6113539,-35.3604298,149.1618228,13.552,315.56,0,0,
1784908886.8601954,-35.3604137,149.1618035,13.577,315.58,0,0,
1784908887.1103923,-35.3603977,149.1617841,13.603,315.58,0,0,
1784908887.3614836,-35.3603817,149.1617648,13.63,315.57,0,0,
1784908887.6124523,-35.3603657,149.1617455,13.656,315.56,0,0,
1784908887.8623636,-35.3603497,149.1617262,13.682,315.57,0,0,
1784908888.1075487,-35.3603337,149.1617069,13.707,315.56,0,0,
1784908888.3594635,-35.3603176,149.1616875,13.733,315.56,0,0,
1784908888.609412,-35.3603016,149.1616682,13.759,315.56,0,0,
1784908888.8595483,-35.3602857,149.161649,13.784,315.56,0,0,
1784908889.110278,-35.3602696,149.1616296,13.81,315.57,0,0,
1784908889.36179,-35.3602536,149.1616103,13.836,315.57,0,0,
1784908889.612236,-35.3602376,149.161591,13.861,315.57,0,0,
1784908889.8623774,-35.3602216,149.1615717,13.887,315.57,0,0,
1784908890.1093457,-35.3602056,149.1615525,13.913,315.57,0,0,
1784908890.3605328,-35.3601895,149.1615332,13.939,315.58,0,0,
1784908890.6139028,-35.3601735,149.1615138,13.965,315.58,0,0,
1784908890.8580685,-35.3601575,149.1614946,13.99,315.58,0,0,
1784908891.1096554,-35.3601415,149.1614753,14.016,315.58,0,0,
1784908891.361451,-35.3601255,149.1614559,14.042,315.58,0,0,
1784908891.6122015,-35.3601094,149.1614366,14.068,315.58,0,0,
1784908891.8626652,-35.3600934,149.1614173,14.093,315.57,0,0,
1784908892.1076732,-35.3600774,149.161398,14.119,315.58,0,0,
1784908892.358916,-35.3601378,149.1613984,14.144,315.58,0,0,
1784908892.6109443,-35.3601081,149.1613627,14.17,315.35,0,0,
1784908892.8608353,-35.3600903,149.1613414,14.196,313.9,0,0,
1784908893.111697,-35.3600732,149.1613219,14.222,312.14,0,0,
1784908893.3626971,-35.3600559,149.1613037,14.248,312.92,0,0,
1784908893.6136465,-35.3600383,149.1612863,14.273,314.93,0,0,
1784908893.8593721,-35.3600207,149.161269,14.298,315.99,0,0,
1784908894.1105268,-35.360003,149.1612516,14.323,316.26,0,0,
1784908894.3618288,-35.3599854,149.1612339,14.35,316.35,0,0,
1784908894.6120749,-35.359968,149.1612158,14.377,316.76,0,0,
